"placekey","parent_placekey","location_name","safegraph_brand_ids","brands","top_category","sub_category","category_tags","naics_code","latitude","longitude","street_address","city","region","postal_code","iso_country_code","phone_number","open_hours","opened_on","closed_on","tracking_closed_since","geometry_type","date_range_start","date_range_end","raw_visit_counts","raw_visitor_counts","visits_by_day","visitor_home_cbgs","visitor_country_of_origin","distance_from_home","median_dwell","bucketed_dwell_times","related_same_day_brand","related_same_month_brand","popularity_by_hour","popularity_by_day","device_type","poi_cbg","visitor_home_aggregation","visitor_daytime_cbgs"
222-222@5wg-42g-b8v,,Big O Tires,SG_BRAND_9a3ac6282b90f27a0b4c4dd5dbaec91a,Big O Tires,"Automotive Parts, Accessories, and Tire Stores",Automotive Parts and Accessories Stores,,441310,43.482276,-111.970409,3193 E 17th St,Ammon,ID,83406,US,,"{ ""Mon"": [[""8:00"", ""18:00""]], ""Tue"": [[""8:00"", ""18:00""]], ""Wed"": [[""8:00"", ""18:00""]], ""Thu"": [[""8:00"", ""18:00""]], ""Fri"": [[""8:00"", ""18:00""]], ""Sat"": [[""8:00"", ""17:00""]], ""Sun"": [] }",,,2019-07,POLYGON,2021-09-01T00:00:00-06:00,2021-10-01T00:00:00-06:00,211,131,"[14,11,8,7,0,3,9,10,4,13,7,0,4,4,8,6,5,12,0,9,9,8,8,15,6,0,7,5,7,12]","{""160199704032"":14,""160199705031"":12,""160199705011"":11,""160199704031"":11,""160199703004"":6,""160199714002"":5,""160199706012"":5,""160199706013"":4,""160199706021"":4,""160119501004"":4,""160199705022"":4,""160199708001"":4,""160199705023"":4,""160119501002"":4,""160199701004"":4,""160199704033"":4,""160199701002"":4,""160199703002"":4,""160199704022"":4}","{""US"":130}",3782,21.0,"{""<5"":3,""5-10"":82,""11-20"":18,""21-60"":44,""61-120"":21,""121-240"":18,"">240"":25}","{""Sinclair Oil"":12,""Maverik"":10,""Walmart"":8,""WinCo Foods"":5,""Chick-fil-A"":4,""McDonald's"":4,""Ross Stores"":3,""Wendy's"":3,""Super Chix"":3,""Lincare"":3,""The Home Depot"":3,""O'Reilly Auto Parts"":3,""Exxon Mobil"":3,""Anytime Fitness"":2,""Life Care Centers of America"":2,""Lowe's"":2,""Sears Home Services"":2,""Costco"":2,""Mo' Bettahs"":2,""Sam's Club"":2}","{""Walmart"":71,""Sinclair Oil"":66,""Maverik"":60,""McDonald's"":53,""Chevron"":38,""Wendy's"":34,""WinCo Foods"":33,""Exxon Mobil"":33,""Costco"":31,""Phillips 66"":30,""Sam's Club"":26,""The Home Depot"":24,""Chick-fil-A"":24,""Burger King"":24,""Arctic Circle"":24,""Target"":22,""Walgreens"":22,""Shell Oil"":22,""Ross Stores"":21,""Starbucks"":21}","[0,0,0,0,0,0,0,21,29,42,50,59,42,39,39,45,48,33,10,4,0,1,0,0]","{""Monday"":23,""Tuesday"":27,""Wednesday"":47,""Thursday"":41,""Friday"":41,""Saturday"":32,""Sunday"":0}","{""android"":87,""ios"":43}",160199705011,"{""16019970403"":27,""16019970501"":15,""16019970300"":13,""16019970503"":11,""16019970402"":11,""16019970502"":8,""16019970602"":6,""16051960200"":4,""16019970601"":4,""16019970401"":4,""16019971400"":4,""16019970100"":4,""16081960100"":4,""16019970800"":4,""16011950100"":4,""48201421500"":4,""16019970900"":4,""16051960300"":4,""16051960400"":4}","{""160199705031"":14,""160199704032"":12,""160199705011"":9,""160199704031"":6,""160199705022"":5,""160199704033"":5,""160199712004"":5,""160199706023"":4,""160199706021"":4,""160199709002"":4,""160199704022"":4,""160199703002"":4,""160199706011"":4,""160119501003"":4,""160199703001"":4,""160199705023"":4,""160199701004"":4,""160199706013"":4,""160199703004"":4,""160119501004"":4,""160199709003"":4,""160199707002"":4,""160199706031"":4,""160519604002"":4,""490490009013"":4}"
22c-222@5wg-425-mhq,,3 Peaks Financial,,,"Accounting, Tax Preparation, Bookkeeping, and Payroll Services",Tax Preparation Services,,541213,43.482585,-111.980559,2677 E 17th St Ste 100,Ammon,ID,83406,US,+12088815505,"{ ""Mon"": [[""8:00"", ""17:00""]], ""Tue"": [[""8:00"", ""17:00""]], ""Wed"": [[""8:00"", ""17:00""]], ""Thu"": [[""8:00"", ""17:00""]], ""Fri"": [[""8:00"", ""14:00""]], ""Sat"": [], ""Sun"": [] }",,,2019-07,POLYGON,2021-09-01T00:00:00-06:00,2021-10-01T00:00:00-06:00,14,9,"[0,0,2,0,0,0,0,2,0,1,4,0,2,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1]","{""160199712002"":4,""160199705011"":4}","{""US"":7}",5534,74.5,"{""<5"":0,""5-10"":1,""11-20"":1,""21-60"":2,""61-120"":5,""121-240"":3,"">240"":2}","{""Walmart"":45,""KeyBank"":9,""Wendy's"":9,""Sinclair Oil"":9,""Arctic Circle"":9,""Sleep Inn"":9,""Mo' Bettahs"":9}","{""Walmart"":56,""Maverik"":33,""Arctic Circle"":33,""Dairy Queen"":33,""Big 5 Sporting Goods"":33,""Sonic"":22,""Planet Smoothie"":22,""Freddy's Frozen Custard"":22,""Harbor Freight Tools"":22,""KeyBank"":22,""Wendy's"":22,""Broulim's"":22,""Chick-fil-A"":22,""McDonald's"":22,""Texas Roadhouse"":22,""Sam's Club"":22,""IHOP"":11,""TacoTime"":11,""Target"":11,""Planet Fitness"":11}","[0,0,0,0,0,0,0,3,3,4,4,2,4,5,5,5,2,2,2,2,1,1,0,0]","{""Monday"":2,""Tuesday"":0,""Wednesday"":3,""Thursday"":1,""Friday"":3,""Saturday"":4,""Sunday"":1}","{""android"":7,""ios"":0}",160199705011,"{""16019970501"":4,""16019971200"":4}","{""160010023022"":4}"
zzz-222@5wg-42g-c5z,,Mccowin Park,,,"Museums, Historical Sites, and Similar Institutions",Nature Parks and Other Similar Institutions,,712190,43.47682,-111.970246,Southwick Ln,Ammon,ID,83406,US,,,,,2019-07,POLYGON,2021-09-01T00:00:00-06:00,2021-10-01T00:00:00-06:00,2084,924,"[74,88,55,71,102,75,71,95,60,78,83,94,73,72,64,59,66,40,47,35,54,73,62,58,70,59,86,76,81,63]","{""160199705022"":136,""160199701004"":57,""160199705011"":52,""160199705031"":44,""160199709003"":33,""160199704031"":21,""160199701002"":10,""160199714004"":10,""160119501002"":10,""160199705021"":9,""160199706022"":8,""160199705023"":8,""160199706013"":7,""160199709002"":7,""160199704021"":6,""160199704033"":6,""160119501001"":6,""160239701003"":6,""160199704032"":6,""160119501003"":5,""160599702003"":5,""160199704022"":5,""490351135262"":5,""160659503022"":5,""160199714002"":5,""160119506003"":5,""160050013003"":5,""160819601004"":4,""060590525271"":4,""320030005202"":4,""230110101004"":4,""160199703003"":4,""160050011011"":4,""160519603001"":4,""560239781004"":4,""160199711005"":4,""160199714001"":4,""160119506001"":4,""160519603003"":4,""160199710004"":4,""160659503021"":4,""160050016032"":4,""160339501001"":4,""160119501004"":4,""160199711003"":4,""160199712003"":4,""160119400002"":4,""160119504001"":4,""160199710001"":4,""160119505004"":4,""160199714003"":4,""160199712004"":4,""530330081001"":4,""160119505001"":4,""160199713013"":4,""160199707002"":4,""160010017002"":4,""160199703002"":4,""160199713011"":4,""160519603004"":4,""160119507003"":4,""160519604004"":4,""160119502003"":4,""160119505003"":4,""160199703004"":4,""160199710005"":4,""160119505002"":4,""160199713023"":4,""160199706021"":4,""160119506002"":4,""160010001002"":4}","{""US"":698}",4147,142.0,"{""<5"":13,""5-10"":195,""11-20"":120,""21-60"":349,""61-120"":287,""121-240"":271,"">240"":849}","{""Walmart"":3,""Maverik"":2,""McDonald's"":2,""Sinclair Oil"":2,""Super Chix"":1,""Chick-fil-A"":1,""Wendy's"":1,""Target"":1,""Chevron"":1,""Simply Mac"":1,""Phillips 66"":1,""Good 2 Go Stores"":1,""Sonic"":1,""Ross Stores"":1,""Costco"":1,""Orange Leaf Frozen Yogurt"":0,""Gold's Gym"":0,""Broulim's"":0,""WinCo Foods"":0,""Dutch Bros Coffee"":0}","{""Walmart"":25,""McDonald's"":17,""Sinclair Oil"":14,""Maverik"":14,""Chevron"":12,""Chick-fil-A"":11,""Wendy's"":11,""Dollar Tree"":9,""Phillips 66"":9,""Target"":9,""Costco"":8,""Super Chix"":8,""Sam's Club"":8,""WinCo Foods"":8,""Walgreens Pharmacy"":7,""Shell Oil"":7,""Exxon Mobil"":7,""Simply Mac"":6,""Ross Stores"":6,""Walgreens"":6}","[620,614,601,602,605,608,607,621,654,681,721,723,715,672,621,495,409,308,340,499,541,613,597,638]","{""Monday"":269,""Tuesday"":273,""Wednesday"":387,""Thursday"":332,""Friday"":257,""Saturday"":264,""Sunday"":302}","{""android"":736,""ios"":190}",160199705022,"{""16019970502"":156,""16019970100"":69,""16019970501"":52,""16019970503"":44,""16019970900"":41,""16019970403"":34,""16019971400"":24,""16011950100"":23,""16019970402"":13,""16051960300"":12,""16065950302"":12,""16011950500"":12,""16019970601"":11,""16019970602"":10,""16019970700"":9,""16019971302"":9,""16019971200"":8,""16019970300"":8,""16019971100"":6,""16019971000"":6,""16019970401"":6,""06031000900"":5,""16011950200"":5,""16011950700"":5,""16051960400"":4,""16027021002"":4,""06059052527"":4,""16001000100"":4,""16083000500"":4,""16065950100"":4,""53033008100"":4,""16019971301"":4,""16027020902"":4,""16001001700"":4,""49049010104"":4,""49035111201"":4,""53005011402"":4,""16019970800"":4,""26161416200"":4,""16011940000"":4,""16027020901"":4,""49035113526"":4,""16065950400"":4,""06079012502"":4,""16023970100"":4,""23011010100"":4}","{""160199705022"":148,""160199701004"":53,""160199705011"":36,""160199705031"":35,""160199709003"":32,""160199704031"":13,""530330081001"":13,""160199705021"":7,""160239701003"":7,""160199706031"":7,""160299601004"":7,""160199714004"":6,""160199706022"":6,""160199705023"":5,""160199714003"":5,""160199707002"":4,""160199704021"":4,""160659503021"":4,""160119502003"":4,""160199707003"":4,""160199710004"":4,""160199712003"":4,""160519604004"":4,""160050011011"":4,""160119501001"":4,""160119506001"":4,""160050003001"":4,""160519602003"":4,""160199706013"":4,""320030005202"":4,""160199703004"":4,""483396941011"":4,""160199712004"":4,""160599702003"":4,""160119506002"":4,""160199703003"":4,""160119501003"":4,""160519603003"":4,""160199713014"":4,""160199704032"":4,""300630015002"":4,""490490028012"":4,""160199701002"":4,""160199711002"":4,""160199713013"":4,""160199713022"":4,""261614162001"":4,""160679704003"":4,""160339501001"":4,""160270210022"":4,""160199704033"":4,""160119501004"":4}"
224-222@5wg-426-bp9,,Cafe Rio,SG_BRAND_0987fe3791128ba218e22b80327a074a,Cafe Rio,Restaurants and Other Eating Places,Full-Service Restaurants,"Counter Service,Lunch,Mexican Food,Catering,Dinner",722511,43.474664,-111.983313,2537 S 25th E,Ammon,ID,83406,US,+12088213636,"{ ""Mon"": [[""10:30"", ""22:00""]], ""Tue"": [[""10:30"", ""22:00""]], ""Wed"": [[""10:30"", ""22:00""]], ""Thu"": [[""10:30"", ""22:00""]], ""Fri"": [[""10:30"", ""22:00""]], ""Sat"": [[""10:30"", ""22:00""]], ""Sun"": [[""11:00"", ""22:00""]] }",,,2019-07,POLYGON,2021-09-01T00:00:00-06:00,2021-10-01T00:00:00-06:00,819,593,"[31,14,37,31,16,29,28,15,20,43,29,35,20,26,29,15,40,46,19,20,23,20,31,34,59,18,27,34,14,16]","{""160199705011"":34,""160199704031"":31,""160199705031"":24,""160199704021"":18,""160199714003"":13,""160519604004"":12,""160199704022"":11,""160199714002"":11,""160199706021"":11,""160199701004"":11,""160199704032"":9,""160199714004"":9,""160119501001"":8,""160199701002"":8,""160199706031"":7,""160199705023"":7,""160199706022"":7,""160519603003"":7,""490050005012"":7,""160199714001"":6,""160819601004"":6,""160119504001"":6,""160199703001"":6,""160199703002"":6,""160199704011"":6,""160199713024"":6,""160119501003"":6,""160119504002"":5,""160439702004"":5,""160199705021"":5,""160519604002"":5,""160519604001"":5,""160199712003"":5,""160119505001"":5,""160119506001"":5,""160439702003"":5,""160199710004"":4,""160199707004"":4,""290190016021"":4,""160199704033"":4,""490211107012"":4,""160199706011"":4,""290499601002"":4,""560399676003"":4,""160199709001"":4,""160119502003"":4,""560399676001"":4,""160050007001"":4,""160199707003"":4,""160379602004"":4,""160439703002"":4,""160199709002"":4,""560239780004"":4,""160199713012"":4,""160199704012"":4,""160519602003"":4,""160270206011"":4,""490572103034"":4,""160519603004"":4,""160519603001"":4,""160519604003"":4,""160199711001"":4,""060952531051"":4,""160199705022"":4,""160659503021"":4,""160599703002"":4,""160199709003"":4,""160659503022"":4,""160199707001"":4,""160439703003"":4,""290318805003"":4,""160199713023"":4,""160010103133"":4,""160659503023"":4,""560239781003"":4,""160439703007"":4,""160199707002"":4,""040179653002"":4,""160519603002"":4,""160199706013"":4,""160719601003"":4,""160199713014"":4,""160199703003"":4,""160199713015"":4,""560239780001"":4,""160199701003"":4,""160199703004"":4,""560239780003"":4,""160199706023"":4,""160119501002"":4,""160439702002"":4,""160199708004"":4,""160830005005"":4,""490351135214"":4,""160119505002"":4,""160199713022"":4}","{""US"":588}",7916,22.0,"{""<5"":17,""5-10"":218,""11-20"":129,""21-60"":305,""61-120"":75,""121-240"":36,"">240"":39}","{""Walmart"":11,""McDonald's"":8,""Sinclair Oil"":5,""Target"":5,""Maverik"":4,""Costco"":4,""Ross Stores"":4,""T.J. Maxx"":4,""Chick-fil-A"":3,""WinCo Foods"":3,""Chevron"":3,""Sam's Club"":3,""Lowe's"":2,""Super Chix"":2,""Five Guys"":2,""Good 2 Go Stores"":2,""Phillips 66"":2,""The Home Depot"":2,""Starbucks"":2,""Texas Roadhouse"":2}","{""Walmart"":73,""McDonald's"":61,""Sinclair Oil"":46,""Maverik"":45,""Wendy's"":39,""Chick-fil-A"":36,""Chevron"":34,""Target"":34,""Costco"":30,""Phillips 66"":28,""Sam's Club"":27,""WinCo Foods"":23,""Starbucks"":23,""Taco Bell"":22,""Super Chix"":22,""Good 2 Go Stores"":22,""Ross Stores"":21,""Exxon Mobil"":21,""Dollar Tree"":21,""Arby's"":20}","[2,2,1,1,1,0,3,4,8,13,24,66,162,146,116,83,91,128,157,175,135,88,26,11]","{""Monday"":96,""Tuesday"":111,""Wednesday"":109,""Thursday"":96,""Friday"":154,""Saturday"":165,""Sunday"":88}","{""android"":285,""ios"":307}",160199705021,"{""16019970403"":42,""16019971400"":38,""16019970501"":35,""16019970402"":28,""16019970503"":26,""16051960400"":26,""16011950100"":24,""16019970100"":24,""16019970602"":20,""16019970300"":19,""16019970502"":16,""16011950400"":15,""16051960300"":15,""16019971302"":13,""16019971301"":12,""16019971000"":11,""16065950302"":10,""16019970401"":10,""16051960200"":9,""56023978000"":8,""16019970900"":8,""16019970700"":8,""16019970601"":7,""16011950200"":7,""16019970603"":6,""16019971200"":6,""16011950500"":6,""16011950600"":5,""16081960100"":5,""16019971100"":5,""16071960100"":5,""16043970200"":5,""29031880500"":4,""20091052603"":4,""06071009711"":4,""04017965300"":4,""06067007106"":4,""16025970100"":4,""04013611900"":4,""16083000700"":4,""16065950500"":4,""16043970300"":4,""16005000600"":4,""49057210303"":4,""49005000403"":4,""32003005356"":4,""16059970300"":4,""12073002512"":4,""04013422644"":4,""41043020300"":4,""16067970100"":4,""49035112819"":4,""56039967600"":4,""16019970800"":4,""49049010103"":4}","{""160199705011"":30,""160199705031"":29,""160199704031"":28,""160199706031"":18,""160199704021"":15,""160199714001"":13,""160119501001"":12,""160199714003"":11,""160519604004"":10,""160199705021"":10,""160199706022"":10,""160199701004"":9,""160199701002"":8,""160199704022"":8,""160199704011"":7,""160199711005"":7,""160199714002"":7,""320079512012"":7,""160199706021"":7,""160199705023"":6,""160659502001"":6,""160199706023"":6,""160199714004"":6,""160199706013"":6,""160519603003"":6,""160119504001"":6,""160199704032"":6,""160199712004"":6,""160199707002"":6,""160270206011"":5,""560239780002"":5,""160119505002"":5,""160199703001"":5,""160519603001"":5,""160519604002"":4,""160119501002"":4,""160199704033"":4,""160199713024"":4,""160439702003"":4,""160119504003"":4,""160199705022"":4,""511770201132"":4,""160199706011"":4,""160199713011"":4,""160830007001"":4,""290318811002"":4,""160119501003"":4,""050070210011"":4,""160199709001"":4,""160199712003"":4,""160119506001"":4,""290499601002"":4,""482015556001"":4,""160199704012"":4,""160519602003"":4,""160199703003"":4,""160199713014"":4,""160199713012"":4,""160659505003"":4,""160519604003"":4,""160119502003"":4,""160199707004"":4,""160519603004"":4,""200910526035"":4,""160519603002"":4,""160119506004"":4,""160199701003"":4,""160199708004"":4,""160199710005"":4,""040134226442"":4,""160199708002"":4,""560239780001"":4,""160239701003"":4,""160199709003"":4,""160199707001"":4,""160439703002"":4,""160199703004"":4,""160199710006"":4,""160199710002"":4,""160199703002"":4,""160519604001"":4,""160659505002"":4,""160659503023"":4,""160119501004"":4,""160199710004"":4,""560239781003"":4,""160659503021"":4,""160819601004"":4,""160199713022"":4,""160199711002"":4,""160439703007"":4}"
zzw-225@5wg-429-z2k,,Dance Tech Academy,,,Other Schools and Instruction,Sports and Recreation Instruction,,611620,43.509475,-111.980224,2633 E 14th N,Ammon,ID,83401,US,+12085253229,,,,2019-07,POLYGON,2021-09-01T00:00:00-06:00,2021-10-01T00:00:00-06:00,269,66,"[5,11,8,0,0,2,12,11,8,9,3,3,14,9,19,12,6,0,3,11,13,20,22,10,0,5,12,14,13,14]","{""160199704031"":6,""160199704022"":6,""160119501003"":5,""160519602001"":4,""530530724072"":4,""160199703003"":4,""160199715002"":4,""160199706022"":4,""160199706021"":4,""160519603003"":4,""160199701003"":4,""160199704032"":4,""160199706023"":4,""160050005001"":4}","{""US"":63}",7393,59.0,"{""<5"":2,""5-10"":53,""11-20"":20,""21-60"":62,""61-120"":53,""121-240"":15,"">240"":64}","{""Walmart"":7,""Maverik"":5,""McDonald's"":4,""LL Flooring"":3,""Bodifi"":2,""Sinclair Oil"":2,""Costco"":2,""Good 2 Go Stores"":2,""Arby's"":2,""Albertsons"":2,""WinCo Foods"":2,""Subway"":2,""Taco Bell"":1,""GameStop"":1,""Broulim's"":1,""ConocoPhillips"":1,""Walgreens"":1,""Phillips 66"":1,""Anytime Fitness"":1,""TacoTime"":1}","{""Walmart"":68,""McDonald's"":48,""Sinclair Oil"":47,""Maverik"":44,""WinCo Foods"":35,""Costco"":29,""Target"":27,""Chevron"":26,""Walgreens Pharmacy"":26,""Wendy's"":26,""Burger King"":26,""Good 2 Go Stores"":26,""Starbucks"":24,""Phillips 66"":24,""Albertsons"":23,""Super Chix"":23,""Sam's Club"":23,""Arby's"":23,""Jack in the Box"":21,""Exxon Mobil"":21}","[0,0,0,10,18,19,30,49,58,64,67,64,67,62,63,70,91,63,55,55,36,6,1,0]","{""Monday"":39,""Tuesday"":48,""Wednesday"":68,""Thursday"":67,""Friday"":33,""Saturday"":3,""Sunday"":11}","{""android"":43,""ios"":18}",160199704031,"{""16019970403"":8,""16019970602"":6,""16019970100"":6,""49011126001"":4,""16005000500"":4,""16019971301"":4,""16019970402"":4,""16019971400"":4,""16019970501"":4,""16019970401"":4,""16019970900"":4,""16011950100"":4,""16051960300"":4}","{""160199704031"":11,""160659501001"":8,""160199704022"":7,""160519603003"":4,""160199704012"":4,""160199704032"":4,""160199701003"":4,""160199705011"":4,""160199705031"":4,""160659503024"":4,""160519604004"":4,""160199715002"":4,""160050008001"":4,""160199713011"":4,""160199714002"":4,""160050014001"":4,""160119501003"":4}"
222-224@5wg-425-t9z,,Elite Health Care,,,Offices of Other Health Practitioners,Offices of Mental Health Practitioners (except Physicians),,621330,43.489106,-111.983508,919 S 25th E,Ammon,ID,83406,US,+12088218432,,,,2019-07,POLYGON,2021-09-01T00:00:00-06:00,2021-10-01T00:00:00-06:00,1,1,"[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0]",{},"{""US"":4}",,37.0,"{""<5"":0,""5-10"":0,""11-20"":0,""21-60"":1,""61-120"":0,""121-240"":0,"">240"":0}","{""Hobby Lobby Stores"":100,""Walmart"":100,""Family Dollar Stores"":100}","{""Walmart"":100,""Little Caesars"":100,""Lowe's"":100,""Hobby Lobby Stores"":100,""Champs Chicken"":100,""Broulim's"":100,""ConocoPhillips"":100,""Fred Meyer Jewelers"":100,""Love's Travel Stops and Country Stores"":100,""Sinclair Oil"":100,""O'Reilly Auto Parts"":100,""Arctic Circle"":100,""Edward Jones"":100,""LensCrafters"":100,""McDonald's"":100,""Good 2 Go Stores"":100,""Phillips 66"":100,""Exxon Mobil"":100,""Subway"":100,""Dollar Tree"":100}","[0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0]","{""Monday"":0,""Tuesday"":0,""Wednesday"":0,""Thursday"":0,""Friday"":1,""Saturday"":0,""Sunday"":0}","{""android"":0,""ios"":0}",160199705011,"{""16011950100"":4}","{""160119501004"":4}"
