year,month,day,region,iso_country_code,total_visits,total_devices_seen,total_home_visits,total_home_visitors
2021,7,2,ne,US,459104,126806,161303,85793
2021,7,2,nh,US,186538,62137,67533,40118
2021,7,2,nj,US,1345022,413032,494715,283867
2021,7,2,nl,CA,4926,2841,4926,2841
2021,7,2,nm,US,261223,87435,86929,52270
2021,7,2,ns,CA,7912,4845,7912,4845
2021,7,2,nt,CA,255,156,255,156
2021,7,2,nu,CA,108,77,108,77
2021,7,2,nv,US,611126,157899,150121,92428
2021,7,2,ny,US,2252930,747271,814294,488229
2021,7,2,oh,US,2178055,611059,789925,443846
2021,7,2,ok,US,1079159,284196,373931,205794
2021,7,2,on,CA,157640,94189,157640,94189
2021,7,2,or,US,550049,173547,185082,114391
2021,7,2,pa,US,1766270,557539,657398,386006
2021,7,2,pe,CA,1284,739,1284,739
2021,7,2,pr,US,6768,5159,4010,3412
2021,7,2,qc,CA,79605,46015,79605,46015
2021,7,2,ri,US,122854,42269,45305,27047
2021,7,2,sc,US,1284095,347330,420987,235573
2021,7,2,sd,US,176303,51174,57311,32082
2021,7,2,sk,CA,17099,10870,17099,10870
2021,7,2,tn,US,1664992,449277,538711,302545
2021,7,2,tx,US,6246463,1659926,2103282,1190152
2021,7,2,ut,US,480867,139422,165091,94568
2021,7,2,va,US,1285876,385482,444930,259902
2021,7,2,vi,US,44,43,0,0
2021,7,2,vt,US,57469,21038,22281,13726
2021,7,2,wa,US,900040,282198,321761,201625
2021,7,2,wi,US,945375,286682,344338,197631
2021,7,2,wv,US,317162,98679,114263,66335
2021,7,2,wy,US,97863,31529,29804,17338
2021,7,2,yt,CA,157,116,157,116
2021,7,3,ALL,"",53276468,15407915,18841943,10928659
2021,7,3,ALL_CA,CA,405118,254491,405118,254491
2021,7,3,ALL_US,US,52871350,15153563,18436825,10674168
2021,7,3,ab,CA,63096,42306,63096,42306
2021,7,3,ak,US,60931,21659,19862,13021
2021,7,3,al,US,1436996,412494,503421,282795
2021,7,3,ar,US,734483,212545,274715,152822
2021,7,3,as,US,5,4,4,4
2021,7,3,az,US,976774,294787,336870,204033
2021,7,3,bc,CA,51964,32934,51964,32934
2021,7,3,ca,US,4392329,1267945,1465602,883976
2021,7,3,co,US,903244,260365,265869,155206
2021,7,3,ct,US,387305,133891,154117,92405
2021,7,3,dc,US,67620,32497,11456,7580
2021,7,3,de,US,150925,52409,49648,29925
2021,7,3,fl,US,4343331,1169489,1313868,766231
2021,7,3,ga,US,2350701,652360,782640,441252
2021,7,3,gu,US,51,46,40,36
2021,7,3,hi,US,245057,61250,60067,37081
2021,7,3,ia,US,664145,201020,249547,135984
2021,7,3,id,US,261758,83190,94040,53891
2021,7,3,il,US,2037291,623697,742482,419931
2021,7,3,in,US,1209941,366253,457701,257444
2021,7,3,ks,US,593081,174962,231886,125343
2021,7,3,ky,US,815728,250137,302989,172580
2021,7,3,la,US,974421,288367,351148,202245
2021,7,3,ma,US,624033,237195,235575,145770
2021,7,3,mb,CA,23986,16411,23986,16411
2021,7,3,md,US,748188,249571,259860,155491
2021,7,3,me,US,165255,57136,60729,37232
2021,7,3,mi,US,1382816,453898,519848,303621
2021,7,3,mn,US,703289,241070,253666,151325
2021,7,3,mo,US,1388803,399932,488409,271080
2021,7,3,mp,US,13,12,13,12
2021,7,3,ms,US,750748,217674,273746,153720
2021,7,3,mt,US,136287,46461,44548,27571
2021,7,3,nb,CA,6071,3620,6071,3620
2021,7,3,nc,US,1871260,555285,663405,376855
2021,7,3,nd,US,101045,35749,38241,22905
2021,7,3,ne,US,402084,121526,149890,80396
2021,7,3,nh,US,176583,62269,63073,38288
2021,7,3,nj,US,1281107,407026,465464,270486
2021,7,3,nl,CA,4698,2712,4698,2712
2021,7,3,nm,US,245268,85901,82569,49859
2021,7,3,ns,CA,7898,4885,7898,4885
2021,7,3,nt,CA,253,177,253,177
2021,7,3,nu,CA,120,82,120,82
2021,7,3,nv,US,604580,156813,147399,90041
2021,7,3,ny,US,2050577,727664,755882,465292
2021,7,3,oh,US,1954226,583860,745210,421492
2021,7,3,ok,US,964690,273995,352098,194783
2021,7,3,on,CA,154773,95195,154773,95195
2021,7,3,or,US,512289,169574,177436,109893
2021,7,3,pa,US,1611792,538791,615929,366222
2021,7,3,pe,CA,1210,737,1210,737
2021,7,3,pr,US,7768,5728,4889,3954
2021,7,3,qc,CA,74433,44403,74433,44403
2021,7,3,ri,US,114820,42178,44201,26765
2021,7,3,sc,US,1198801,341535,397347,223021
2021,7,3,sd,US,153255,49277,50931,29206
2021,7,3,sk,CA,16432,10907,16432,10907
2021,7,3,tn,US,1528673,439495,519139,291587
2021,7,3,tx,US,5812687,1618548,1994818,1131355
2021,7,3,ut,US,465077,134707,162685,89180
2021,7,3,va,US,1215437,375953,426314,247680
2021,7,3,vi,US,34,33,0,0
2021,7,3,vt,US,53751,20742,20859,12997
2021,7,3,wa,US,837816,272694,307657,191492
2021,7,3,wi,US,836845,274734,313838,181990
2021,7,3,wv,US,278104,93986,106167,62582
2021,7,3,wy,US,87232,30544,27018,16257
2021,7,3,yt,CA,184,122,184,122
2021,7,4,ALL,"",45779581,15067690,18522555,10981787
2021,7,4,ALL_CA,CA,445761,280616,445761,280616
2021,7,4,ALL_US,US,45333820,14787195,18076794,10701171
2021,7,4,ab,CA,70186,47310,70186,47310
2021,7,4,ak,US,55786,21029,20175,13175
2021,7,4,al,US,1154228,383295,498573,286424
2021,7,4,ar,US,626923,206233,278902,156682
2021,7,4,as,US,3,3,3,3
2021,7,4,az,US,838262,281588,329937,202141
2021,7,4,bc,CA,54525,34978,54525,34978
2021,7,4,ca,US,3722696,1212071,1384401,857753
2021,7,4,co,US,777321,249584,262520,153901
2021,7,4,ct,US,331611,127391,145846,90330
2021,7,4,dc,US,71794,31668,10882,7268
2021,7,4,de,US,131518,48617,47763,29485
2021,7,4,fl,US,3804381,1137488,1265769,766154
2021,7,4,ga,US,1912700,617271,762330,443009
2021,7,4,gu,US,52,48,42,39
2021,7,4,hi,US,213746,59342,58405,36961
2021,7,4,ia,US,574715,195619,252318,139413
2021,7,4,id,US,219891,80852,93752,54585
2021,7,4,il,US,1760009,606286,727833,422551
2021,7,4,in,US,1052755,359224,461705,263052
2021,7,4,ks,US,492896,168752,224041,125837
2021,7,4,ky,US,709758,241560,307288,176713
2021,7,4,la,US,820637,279229,353757,206813
2021,7,4,ma,US,559651,225130,223685,141890
2021,7,4,mb,CA,25599,17587,25599,17587
2021,7,4,md,US,641301,236715,248167,152914
2021,7,4,me,US,142802,55664,57872,37235
2021,7,4,mi,US,1218269,449176,526691,313063
2021,7,4,mn,US,638043,239959,264551,158285
2021,7,4,mo,US,1173830,383809,481946,273052
2021,7,4,mp,US,8,8,8,8
2021,7,4,ms,US,614277,205557,274395,156250
2021,7,4,mt,US,123623,45128,45153,27485
2021,7,4,nb,CA,6928,4185,6928,4185
2021,7,4,nc,US,1567727,529019,651473,379763
2021,7,4,nd,US,86113,33342,37875,22590
2021,7,4,ne,US,333499,116452,145279,80854
2021,7,4,nh,US,156983,59594,61561,38056
2021,7,4,nj,US,1117847,391284,435108,262649
2021,7,4,nl,CA,5554,3243,5554,3243
2021,7,4,nm,US,213828,81993,82039,49712
2021,7,4,ns,CA,8716,5456,8716,5456
2021,7,4,nt,CA,239,166,239,166
2021,7,4,nu,CA,105,79,105,79
2021,7,4,nv,US,551023,151440,144728,88522
2021,7,4,ny,US,1868267,699045,719686,452286
2021,7,4,oh,US,1694990,578673,752058,434136
2021,7,4,ok,US,829790,266442,350780,196513
2021,7,4,on,CA,169312,104695,169312,104695
2021,7,4,or,US,443919,161415,173146,107906
2021,7,4,pa,US,1373560,517569,596475,365804
2021,7,4,pe,CA,1291,787,1291,787
2021,7,4,pr,US,6750,5179,4630,3815
2021,7,4,qc,CA,84524,49724,84524,49724
2021,7,4,ri,US,106433,40387,41670,25777
2021,7,4,sc,US,998006,324111,389377,224528
2021,7,4,sd,US,137336,48042,53386,30385
2021,7,4,sk,CA,18594,12276,18594,12276
2021,7,4,tn,US,1284636,417652,508878,292894
2021,7,4,tx,US,4944776,1577279,1969685,1141035
2021,7,4,ut,US,350391,133033,156656,92880
2021,7,4,va,US,1035050,358004,416576,249187
2021,7,4,vi,US,32,30,0,0
2021,7,4,vt,US,48949,19861,20722,12955
2021,7,4,wa,US,702857,260502,292635,186239
2021,7,4,wi,US,774746,273791,326224,189064
2021,7,4,wv,US,240451,89878,108769,64550
2021,7,4,wy,US,82375,29969,28668,16624
2021,7,4,yt,CA,188,130,188,130
2021,7,5,ALL,"",48164425,14890135,19772382,11330543
2021,7,5,ALL_CA,CA,449923,279088,449923,279088
2021,7,5,ALL_US,US,47714502,14611184,19322459,11051455
2021,7,5,ab,CA,69845,46652,69845,46652
2021,7,5,ak,US,56023,20819,21071,13477
2021,7,5,al,US,1248182,395021,528243,299254
2021,7,5,ar,US,654162,208674,290432,163007
2021,7,5,as,US,1,1,1,1
2021,7,5,az,US,860710,274048,330575,201512
2021,7,5,bc,CA,54191,34526,54191,34526
2021,7,5,ca,US,3880764,1201587,1462616,890529
2021,7,5,co,US,768734,245815,273161,158507
2021,7,5,ct,US,356187,124736,156444,90310
2021,7,5,dc,US,52797,27394,11562,7467
2021,7,5,de,US,136067,48059,50233,29323
2021,7,5,fl,US,3874447,1111980,1348883,778092
2021,7,5,ga,US,2070904,633550,828595,462325
2021,7,5,gu,US,44,44,40,40
2021,7,5,hi,US,219862,57445,57471,36647
2021,7,5,ia,US,605742,199410,274874,149233
2021,7,5,id,US,237799,80911,97770,56387
2021,7,5,il,US,1844394,618995,779812,441990
2021,7,5,in,US,1101418,359641,492517,272100
2021,7,5,ks,US,536803,173812,247328,134640
2021,7,5,ky,US,759199,245208,320319,179920
2021,7,5,la,US,886429,280054,377731,213095
2021,7,5,ma,US,599813,221110,245462,143640
2021,7,5,mb,CA,26463,17490,26463,17490
2021,7,5,md,US,668551,235932,265328,154664
2021,7,5,me,US,156315,52900,63230,36177
2021,7,5,mi,US,1331042,455246,586704,331387
2021,7,5,mn,US,698528,249383,304339,175157
2021,7,5,mo,US,1230886,387836,515039,286120
2021,7,5,mp,US,11,10,11,10
2021,7,5,ms,US,653954,208941,286095,161407
2021,7,5,mt,US,128901,44926,48915,28726
2021,7,5,nb,CA,7168,4155,7168,4155
2021,7,5,nc,US,1654962,526977,685398,384578
2021,7,5,nd,US,104050,37647,48534,27245
2021,7,5,ne,US,364364,121526,162376,87478
2021,7,5,nh,US,168123,57289,65950,37295
2021,7,5,nj,US,1200963,390090,489144,274647
2021,7,5,nl,CA,5480,3109,5480,3109
2021,7,5,nm,US,213329,81422,84208,50531
2021,7,5,ns,CA,8991,5294,8991,5294
2021,7,5,nt,CA,242,152,242,152
2021,7,5,nu,CA,112,71,112,71
2021,7,5,nv,US,532103,148327,145771,89561
2021,7,5,ny,US,1981135,699490,813902,474191
2021,7,5,oh,US,1790752,572996,796726,441887
2021,7,5,ok,US,861525,268905,372323,206156
2021,7,5,on,CA,170744,104771,170744,104771
2021,7,5,or,US,464793,161003,179798,109372
2021,7,5,pa,US,1474163,515282,648487,373633
2021,7,5,pe,CA,1322,758,1322,758
2021,7,5,pr,US,5400,4226,3487,2991
2021,7,5,qc,CA,85747,49682,85747,49682
2021,7,5,ri,US,109096,38611,43907,25377
2021,7,5,sc,US,1065354,323792,410601,228276
2021,7,5,sd,US,142212,48574,60380,33513
2021,7,5,sk,CA,19430,12304,19430,12304
2021,7,5,tn,US,1335352,421079,526995,298143
2021,7,5,tx,US,5176751,1568034,2076594,1176382
2021,7,5,ut,US,427248,133438,166748,94149
2021,7,5,va,US,1083216,354309,442408,253017
2021,7,5,vi,US,38,33,0,0
2021,7,5,vt,US,49644,18961,21975,12693
2021,7,5,wa,US,757637,261406,315940,194265
2021,7,5,wi,US,801384,270426,353837,199312
2021,7,5,wv,US,250392,88728,112828,64769
2021,7,5,wy,US,81847,29059,29341,16865
2021,7,5,yt,CA,188,124,188,124
2021,7,6,ALL,"",53849595,16213494,20872134,12156256
2021,7,6,ALL_CA,CA,496883,321734,496883,321734
2021,7,6,ALL_US,US,53352712,15891960,20375251,11834522
2021,7,6,ab,CA,73155,49127,73155,49127
2021,7,6,ak,US,66283,23126,21985,14717
2021,7,6,al,US,1453521,410489,561881,314317
2021,7,6,ar,US,770808,217949,307040,170208
2021,7,6,as,US,4,4,3,3
2021,7,6,az,US,947737,296447,347170,217424
2021,7,6,bc,CA,60849,39822,60849,39822
2021,7,6,ca,US,4272720,1292691,1514068,941989
2021,7,6,co,US,843304,262840,284549,171597
2021,7,6,ct,US,393591,135446,170903,98456
2021,7,6,dc,US,60525,30457,12637,8537
2021,7,6,de,US,149007,50667,54935,32359
2021,7,6,fl,US,4115412,1206756,1430723,839837
2021,7,6,ga,US,2341484,671641,872967,490286
2021,7,6,gu,US,52,50,48,46
2021,7,6,hi,US,236464,60003,59004,38131
2021,7,6,ia,US,703343,216251,290102,160447
2021,7,6,id,US,264672,84706,102381,60431
2021,7,6,il,US,2085553,665102,818564,468955
2021,7,6,in,US,1246072,384215,515985,290013
2021,7,6,ks,US,631384,188074,259824,142038
2021,7,6,ky,US,858199,258396,334685,190852
2021,7,6,la,US,1021482,295384,398099,224224
2021,7,6,ma,US,679855,248692,269567,159394
2021,7,6,mb,CA,27009,18243,27009,18243
2021,7,6,md,US,736584,256633,283977,170116
2021,7,6,me,US,173321,58466,69023,40827
2021,7,6,mi,US,1498230,496167,629760,364427
2021,7,6,mn,US,790338,280897,321710,195928
2021,7,6,mo,US,1396754,410681,535868,302229
2021,7,6,mp,US,15,13,15,13
2021,7,6,ms,US,756465,215290,299704,168122
2021,7,6,mt,US,150673,49309,52484,31765
2021,7,6,nb,CA,8451,5174,8451,5174
2021,7,6,nc,US,1865671,564728,729240,413922
2021,7,6,nd,US,132523,42450,52526,29829
2021,7,6,ne,US,428380,130145,171603,93063
2021,7,6,nh,US,179142,61564,72312,41797
2021,7,6,nj,US,1301319,419346,529381,298066
2021,7,6,nl,CA,6216,3633,6216,3633
2021,7,6,nm,US,243762,86914,90713,55238
2021,7,6,ns,CA,10615,6741,10615,6741
2021,7,6,nt,CA,298,204,298,204
2021,7,6,nu,CA,140,84,140,84
2021,7,6,nv,US,560849,155239,151318,95517
2021,7,6,ny,US,2221169,772145,866849,509406
2021,7,6,oh,US,2016165,618697,834914,472422
2021,7,6,ok,US,992071,279113,388914,214799
2021,7,6,on,CA,189979,123204,189979,123204
2021,7,6,or,US,517513,173497,188693,119054
2021,7,6,pa,US,1663603,565859,697624,408648
2021,7,6,pe,CA,1536,941,1536,941
2021,7,6,pr,US,9170,6488,5677,4410
2021,7,6,qc,CA,98167,61267,98167,61267
2021,7,6,ri,US,118759,42280,47995,27846
2021,7,6,sc,US,1182167,338565,433563,242464
2021,7,6,sd,US,167552,52022,63263,35953
2021,7,6,sk,CA,20228,13115,20228,13115
2021,7,6,tn,US,1521440,442788,553895,315150
2021,7,6,tx,US,5729809,1669932,2150394,1240604
2021,7,6,ut,US,458999,140297,171488,99374
2021,7,6,va,US,1205228,382544,468105,272116
2021,7,6,vi,US,58,55,0,0
2021,7,6,vt,US,56390,20686,23513,14172
2021,7,6,wa,US,849146,283972,327491,209491
2021,7,6,wi,US,905368,304700,383298,225123
2021,7,6,wv,US,287245,94998,120116,69522
2021,7,6,wy,US,95362,31289,32705,18862
2021,7,6,yt,CA,240,179,240,179
2021,7,7,ALL,"",54357681,16287850,20827480,12202406
2021,7,7,ALL_CA,CA,486634,315354,486634,315354
2021,7,7,ALL_US,US,53871047,15972726,20340846,11887052
2021,7,7,ab,CA,73048,49177,73048,49177
2021,7,7,ak,US,66760,23143,22092,14759
2021,7,7,al,US,1463095,410794,556502,314740
2021,7,7,ar,US,776480,221333,304646,170804
2021,7,7,as,US,5,4,4,3
2021,7,7,az,US,973257,301421,353403,219874
2021,7,7,bc,CA,59039,39125,59039,39125
2021,7,7,ca,US,4339454,1319550,1529626,954522
2021,7,7,co,US,865973,265134,286565,171602
2021,7,7,ct,US,414665,139746,173228,100094
2021,7,7,dc,US,68386,36399,12733,8576
2021,7,7,de,US,148240,50186,54965,32593
2021,7,7,fl,US,4015436,1176536,1370082,824670
2021,7,7,ga,US,2313097,681689,864830,492962
2021,7,7,gu,US,41,39,35,33
2021,7,7,hi,US,240423,60583,59443,38418
2021,7,7,ia,US,711116,217533,287703,159843
2021,7,7,id,US,267389,85564,103220,61108
2021,7,7,il,US,2090123,662087,824436,477367
2021,7,7,in,US,1271680,392192,519352,293943
2021,7,7,ks,US,639043,190093,259338,142688
2021,7,7,ky,US,866505,259495,334613,191476
2021,7,7,la,US,1038643,296623,396141,223867
2021,7,7,ma,US,698438,248937,272720,160194
2021,7,7,mb,CA,26895,18064,26895,18064
2021,7,7,md,US,736369,251042,284062,170760
2021,7,7,me,US,174789,57218,68699,40342
2021,7,7,mi,US,1503284,495172,628055,365368
2021,7,7,mn,US,833054,275720,320722,191230
2021,7,7,mo,US,1415928,419501,536174,305006
2021,7,7,mp,US,8,8,8,8
2021,7,7,ms,US,751697,215297,296357,167896
2021,7,7,mt,US,150356,50222,53053,32342
2021,7,7,nb,CA,8128,5004,8128,5004
2021,7,7,nc,US,1885614,569413,737688,420857
2021,7,7,nd,US,135834,42423,52754,29726
2021,7,7,ne,US,433070,129521,169630,92397
2021,7,7,nh,US,185185,61432,73222,42091
2021,7,7,nj,US,1322255,412549,524409,296084
2021,7,7,nl,CA,6167,3563,6167,3563
2021,7,7,nm,US,247930,87618,91291,55464
2021,7,7,ns,CA,10368,6437,10368,6437
2021,7,7,nt,CA,281,195,281,195
2021,7,7,nu,CA,123,83,123,83
2021,7,7,nv,US,563104,156513,152611,96581
2021,7,7,ny,US,2284696,768671,867342,512169
2021,7,7,oh,US,2037397,634490,842150,480464
2021,7,7,ok,US,999085,282249,388282,216197
2021,7,7,on,CA,184839,120052,184839,120052
2021,7,7,or,US,522640,176330,189063,119948
2021,7,7,pa,US,1693592,571541,703144,413322
2021,7,7,pe,CA,1588,976,1588,976
2021,7,7,pr,US,8201,6045,5017,4142
2021,7,7,qc,CA,95732,59420,95732,59420
2021,7,7,ri,US,123890,42693,47979,28000
2021,7,7,sc,US,1187938,343970,437611,246733
2021,7,7,sd,US,171814,52221,63711,36101
2021,7,7,sk,CA,20185,13085,20185,13085
2021,7,7,tn,US,1529834,449794,550811,317982
2021,7,7,tx,US,5817671,1673704,2146931,1240642
2021,7,7,ut,US,467293,144062,173101,100832
2021,7,7,va,US,1211607,377776,469613,273568
2021,7,7,vi,US,47,44,0,0
2021,7,7,vt,US,56225,20602,23621,14193
2021,7,7,wa,US,867483,292797,332298,213896
2021,7,7,wi,US,901474,298248,373431,219980
2021,7,7,wv,US,287130,95369,119655,69704
2021,7,7,wy,US,96304,31836,32674,18911
2021,7,7,yt,CA,241,173,241,173
2021,7,8,ALL,"",54789671,16279395,20468649,12037639
2021,7,8,ALL_CA,CA,476312,310374,476312,310374
2021,7,8,ALL_US,US,54313359,15969279,19992337,11727265
2021,7,8,ab,CA,72262,48411,72262,48411
2021,7,8,ak,US,66449,22814,21767,14464
2021,7,8,al,US,1505577,410748,552006,310366
2021,7,8,ar,US,785766,222421,302906,169730
2021,7,8,as,US,4,3,4,3
2021,7,8,az,US,972899,302688,347214,217983
2021,7,8,bc,CA,58288,38689,58288,38689
2021,7,8,ca,US,4360906,1318825,1517252,947495
2021,7,8,co,US,865246,265455,281285,169606
2021,7,8,ct,US,400752,143052,168513,100089
2021,7,8,dc,US,71226,39909,12617,8563
2021,7,8,de,US,148346,51372,55306,32992
2021,7,8,fl,US,4304424,1175014,1383889,806766
2021,7,8,ga,US,2420828,692521,853758,484973
2021,7,8,gu,US,46,45,38,37
2021,7,8,hi,US,238045,60297,58833,38214
2021,7,8,ia,US,724768,219094,283731,157594
2021,7,8,id,US,267438,84357,100235,59392
2021,7,8,il,US,2105693,655960,802038,465165
2021,7,8,in,US,1266231,392924,505252,288929
2021,7,8,ks,US,644268,188874,254730,139789
2021,7,8,ky,US,872671,263907,332402,191313
2021,7,8,la,US,1043138,296470,388157,220434
2021,7,8,ma,US,704091,254280,269865,161029
2021,7,8,mb,CA,26757,17994,26757,17994
2021,7,8,md,US,729831,254190,282588,171744
2021,7,8,me,US,174046,57822,67980,40596
2021,7,8,mi,US,1532916,494001,609528,356309
2021,7,8,mn,US,845356,276864,315857,187755
2021,7,8,mo,US,1433844,417452,525804,298352
2021,7,8,mp,US,8,8,8,8
2021,7,8,ms,US,778987,215477,293919,165696
2021,7,8,mt,US,150249,48541,50812,30927
2021,7,8,nb,CA,8030,4882,8030,4882
2021,7,8,nc,US,1764262,568006,699689,416250
2021,7,8,nd,US,135343,43611,52003,29889
2021,7,8,ne,US,440930,130128,167507,90823
2021,7,8,nh,US,182189,61695,71576,41837
2021,7,8,nj,US,1293614,421485,518759,297897
2021,7,8,nl,CA,6061,3503,6061,3503
2021,7,8,nm,US,250339,88190,89480,54638
2021,7,8,ns,CA,10062,6261,10062,6261
2021,7,8,nt,CA,268,177,268,177
2021,7,8,nu,CA,132,90,132,90
2021,7,8,nv,US,569701,156496,150324,95476
2021,7,8,ny,US,2219333,777663,847426,508649
2021,7,8,oh,US,2050541,635585,818799,471317
2021,7,8,ok,US,1010825,279817,381728,212045
2021,7,8,on,CA,179824,118435,179824,118435
2021,7,8,or,US,527660,175841,186822,118356
2021,7,8,pa,US,1678720,575320,686222,407752
2021,7,8,pe,CA,1467,923,1467,923
2021,7,8,pr,US,7912,5864,4660,3891
2021,7,8,qc,CA,92970,57984,92970,57984
2021,7,8,ri,US,121154,42869,47592,28160
2021,7,8,sc,US,1163864,338737,419260,241661
2021,7,8,sd,US,176617,53373,62877,35861
2021,7,8,sk,CA,19955,12846,19955,12846
2021,7,8,tn,US,1567112,457219,544959,314095
2021,7,8,tx,US,5867163,1674176,2112671,1223602
2021,7,8,ut,US,467287,144111,168556,99158
2021,7,8,va,US,1171759,383377,460482,274239
2021,7,8,vi,US,42,40,0,0
2021,7,8,vt,US,56316,20898,23352,14255
2021,7,8,wa,US,867507,289717,327063,210458
2021,7,8,wi,US,921821,294427,363395,213166
2021,7,8,wv,US,289506,96181,117105,69085
2021,7,8,wy,US,97793,31382,31736,18408
2021,7,8,yt,CA,236,179,236,179
