,0,1,2
81,43.481353,-111.968888,132.0
82,43.481353,-111.968888,132.0
83,43.481353,-111.968888,132.0
84,43.481353,-111.968888,132.0
85,43.481353,-111.968888,132.0
86,43.481353,-111.968888,132.0
87,43.481353,-111.968888,132.0
88,43.481353,-111.968888,132.0
89,43.481353,-111.968888,132.0
90,43.481353,-111.968888,132.0
91,43.481353,-111.968888,132.0
92,43.481353,-111.968888,132.0
93,43.481353,-111.968888,132.0
94,43.481353,-111.968888,132.0
95,43.481353,-111.968888,132.0
96,43.481353,-111.968888,132.0
97,43.481353,-111.968888,132.0
98,43.481353,-111.968888,132.0
99,43.481353,-111.968888,132.0
100,43.481353,-111.968888,132.0
101,43.481353,-111.968888,132.0
102,43.481353,-111.968888,132.0
103,43.481353,-111.968888,132.0
104,43.481353,-111.968888,132.0
105,43.481353,-111.968888,132.0
106,43.481353,-111.968888,132.0
107,43.481353,-111.968888,132.0
108,43.481353,-111.968888,132.0
109,43.481353,-111.968888,132.0
110,43.481353,-111.968888,132.0
111,43.481353,-111.968888,132.0
112,43.481353,-111.968888,132.0
113,43.481353,-111.968888,132.0
114,43.481353,-111.968888,132.0
115,43.481353,-111.968888,132.0
116,43.481353,-111.968888,132.0
117,43.481353,-111.968888,132.0
118,43.481353,-111.968888,132.0
119,43.481353,-111.968888,132.0
120,43.481353,-111.968888,132.0
121,43.481353,-111.968888,132.0
122,43.481353,-111.968888,132.0
123,43.481353,-111.968888,132.0
124,43.481353,-111.968888,132.0
125,43.481353,-111.968888,132.0
126,43.481353,-111.968888,132.0
127,43.481353,-111.968888,132.0
128,43.481353,-111.968888,132.0
129,43.481353,-111.968888,132.0
130,43.481353,-111.968888,132.0
131,43.481353,-111.968888,132.0
132,43.490648,-111.906087,64.0
133,43.490648,-111.906087,64.0
134,43.490648,-111.906087,64.0
135,43.490648,-111.906087,64.0
136,43.490648,-111.906087,64.0
137,43.490648,-111.906087,64.0
138,43.490648,-111.906087,64.0
139,43.490648,-111.906087,64.0
140,43.490648,-111.906087,64.0
141,43.490648,-111.906087,64.0
142,43.490648,-111.906087,64.0
143,43.490648,-111.906087,64.0
144,43.490648,-111.906087,64.0
145,43.490648,-111.906087,64.0
146,43.490648,-111.906087,64.0
147,43.490648,-111.906087,64.0
148,43.490648,-111.906087,64.0
149,43.490648,-111.906087,64.0
150,43.490648,-111.906087,64.0
151,43.490648,-111.906087,64.0
152,43.490648,-111.906087,64.0
153,43.490648,-111.906087,64.0
154,43.490648,-111.906087,64.0
155,43.490648,-111.906087,64.0
156,43.490648,-111.906087,64.0
157,43.490648,-111.906087,64.0
158,43.490648,-111.906087,64.0
159,43.490648,-111.906087,64.0
160,43.490648,-111.906087,64.0
161,43.490648,-111.906087,64.0
162,43.490648,-111.906087,64.0
163,43.490648,-111.906087,64.0
164,43.490648,-111.906087,64.0
165,43.490648,-111.906087,64.0
166,43.490648,-111.906087,64.0
167,43.490648,-111.906087,64.0
168,43.490648,-111.906087,64.0
169,43.490648,-111.906087,64.0
170,43.490648,-111.906087,64.0
171,43.490648,-111.906087,64.0
172,43.490648,-111.906087,64.0
173,43.490648,-111.906087,64.0
174,43.490648,-111.906087,64.0
175,43.490648,-111.906087,64.0
176,43.490648,-111.906087,64.0
177,43.490648,-111.906087,64.0
178,43.490648,-111.906087,64.0
179,43.490648,-111.906087,64.0
180,43.490648,-111.906087,64.0
181,43.490648,-111.906087,64.0
182,43.490648,-111.906087,64.0
183,43.490648,-111.906087,64.0
184,43.490648,-111.906087,64.0
185,43.490648,-111.906087,64.0
186,43.490648,-111.906087,64.0
187,43.490648,-111.906087,64.0
188,43.490648,-111.906087,64.0
189,43.490648,-111.906087,64.0
190,43.490648,-111.906087,64.0
191,43.490648,-111.906087,64.0
192,43.490648,-111.906087,64.0
193,43.490648,-111.906087,64.0
194,43.490648,-111.906087,64.0
195,43.490648,-111.906087,64.0
196,43.508309,-111.978294,131.0
197,43.508309,-111.978294,131.0
198,43.508309,-111.978294,131.0
199,43.508309,-111.978294,131.0
200,43.508309,-111.978294,131.0
201,43.508309,-111.978294,131.0
202,43.508309,-111.978294,131.0
203,43.508309,-111.978294,131.0
204,43.508309,-111.978294,131.0
205,43.508309,-111.978294,131.0
206,43.508309,-111.978294,131.0
207,43.508309,-111.978294,131.0
208,43.508309,-111.978294,131.0
209,43.508309,-111.978294,131.0
210,43.508309,-111.978294,131.0
211,43.508309,-111.978294,131.0
212,43.508309,-111.978294,131.0
213,43.508309,-111.978294,131.0
214,43.508309,-111.978294,131.0
215,43.508309,-111.978294,131.0
216,43.508309,-111.978294,131.0
217,43.508309,-111.978294,131.0
218,43.508309,-111.978294,131.0
219,43.508309,-111.978294,131.0
220,43.508309,-111.978294,131.0
221,43.508309,-111.978294,131.0
222,43.508309,-111.978294,131.0
223,43.508309,-111.978294,131.0
224,43.508309,-111.978294,131.0
225,43.508309,-111.978294,131.0
226,43.508309,-111.978294,131.0
227,43.508309,-111.978294,131.0
228,43.508309,-111.978294,131.0
229,43.508309,-111.978294,131.0
230,43.508309,-111.978294,131.0
231,43.508309,-111.978294,131.0
232,43.508309,-111.978294,131.0
233,43.508309,-111.978294,131.0
234,43.508309,-111.978294,131.0
235,43.508309,-111.978294,131.0
236,43.508309,-111.978294,131.0
237,43.508309,-111.978294,131.0
238,43.508309,-111.978294,131.0
239,43.508309,-111.978294,131.0
240,43.508309,-111.978294,131.0
241,43.508309,-111.978294,131.0
242,43.508309,-111.978294,131.0
243,43.508309,-111.978294,131.0
244,43.508309,-111.978294,131.0
245,43.508309,-111.978294,131.0
246,43.508309,-111.978294,131.0
247,43.508309,-111.978294,131.0
248,43.508309,-111.978294,131.0
249,43.508309,-111.978294,131.0
250,43.508309,-111.978294,131.0
251,43.508309,-111.978294,131.0
252,43.508309,-111.978294,131.0
253,43.508309,-111.978294,131.0
254,43.508309,-111.978294,131.0
255,43.508309,-111.978294,131.0
256,43.508309,-111.978294,131.0
257,43.508309,-111.978294,131.0
258,43.508309,-111.978294,131.0
259,43.508309,-111.978294,131.0
260,43.508309,-111.978294,131.0
261,43.508309,-111.978294,131.0
262,43.508309,-111.978294,131.0
263,43.508309,-111.978294,131.0
264,43.508309,-111.978294,131.0
265,43.508309,-111.978294,131.0
266,43.508309,-111.978294,131.0
267,43.508309,-111.978294,131.0
268,43.508309,-111.978294,131.0
269,43.508309,-111.978294,131.0
270,43.508309,-111.978294,131.0
271,43.508309,-111.978294,131.0
272,43.508309,-111.978294,131.0
273,43.508309,-111.978294,131.0
274,43.508309,-111.978294,131.0
275,43.508309,-111.978294,131.0
276,43.508309,-111.978294,131.0
277,43.508309,-111.978294,131.0
278,43.508309,-111.978294,131.0
279,43.508309,-111.978294,131.0
280,43.508309,-111.978294,131.0
281,43.508309,-111.978294,131.0
282,43.508309,-111.978294,131.0
283,43.508309,-111.978294,131.0
284,43.508309,-111.978294,131.0
285,43.508309,-111.978294,131.0
286,43.508309,-111.978294,131.0
287,43.508309,-111.978294,131.0
288,43.508309,-111.978294,131.0
289,43.508309,-111.978294,131.0
290,43.508309,-111.978294,131.0
291,43.508309,-111.978294,131.0
292,43.508309,-111.978294,131.0
293,43.508309,-111.978294,131.0
294,43.508309,-111.978294,131.0
295,43.508309,-111.978294,131.0
296,43.508309,-111.978294,131.0
297,43.508309,-111.978294,131.0
298,43.508309,-111.978294,131.0
299,43.508309,-111.978294,131.0
300,43.508309,-111.978294,131.0
301,43.508309,-111.978294,131.0
302,43.508309,-111.978294,131.0
303,43.508309,-111.978294,131.0
304,43.508309,-111.978294,131.0
305,43.508309,-111.978294,131.0
306,43.508309,-111.978294,131.0
307,43.508309,-111.978294,131.0
308,43.508309,-111.978294,131.0
309,43.508309,-111.978294,131.0
310,43.508309,-111.978294,131.0
311,43.508309,-111.978294,131.0
312,43.508309,-111.978294,131.0
313,43.508309,-111.978294,131.0
314,43.508309,-111.978294,131.0
315,43.508309,-111.978294,131.0
316,43.508309,-111.978294,131.0
317,43.508309,-111.978294,131.0
318,43.508309,-111.978294,131.0
319,43.508309,-111.978294,131.0
320,43.508309,-111.978294,131.0
321,43.508309,-111.978294,131.0
322,43.508309,-111.978294,131.0
323,43.508309,-111.978294,131.0
324,43.508309,-111.978294,131.0
325,43.508309,-111.978294,131.0
326,43.508309,-111.978294,131.0
327,43.509074,-111.975279,2.0
328,43.509074,-111.975279,2.0
329,43.482374,-111.976956,73.0
330,43.482374,-111.976956,73.0
331,43.482374,-111.976956,73.0
332,43.482374,-111.976956,73.0
333,43.482374,-111.976956,73.0
334,43.482374,-111.976956,73.0
335,43.482374,-111.976956,73.0
336,43.482374,-111.976956,73.0
337,43.482374,-111.976956,73.0
338,43.482374,-111.976956,73.0
339,43.482374,-111.976956,73.0
340,43.482374,-111.976956,73.0
341,43.482374,-111.976956,73.0
342,43.482374,-111.976956,73.0
343,43.482374,-111.976956,73.0
344,43.482374,-111.976956,73.0
345,43.482374,-111.976956,73.0
346,43.482374,-111.976956,73.0
347,43.482374,-111.976956,73.0
348,43.482374,-111.976956,73.0
349,43.482374,-111.976956,73.0
350,43.482374,-111.976956,73.0
351,43.482374,-111.976956,73.0
352,43.482374,-111.976956,73.0
353,43.482374,-111.976956,73.0
354,43.482374,-111.976956,73.0
355,43.482374,-111.976956,73.0
356,43.482374,-111.976956,73.0
357,43.482374,-111.976956,73.0
358,43.482374,-111.976956,73.0
359,43.482374,-111.976956,73.0
360,43.482374,-111.976956,73.0
361,43.482374,-111.976956,73.0
362,43.482374,-111.976956,73.0
363,43.482374,-111.976956,73.0
364,43.482374,-111.976956,73.0
365,43.482374,-111.976956,73.0
366,43.482374,-111.976956,73.0
367,43.482374,-111.976956,73.0
368,43.482374,-111.976956,73.0
369,43.482374,-111.976956,73.0
370,43.482374,-111.976956,73.0
371,43.482374,-111.976956,73.0
372,43.482374,-111.976956,73.0
373,43.482374,-111.976956,73.0
374,43.482374,-111.976956,73.0
375,43.482374,-111.976956,73.0
376,43.482374,-111.976956,73.0
377,43.482374,-111.976956,73.0
378,43.482374,-111.976956,73.0
379,43.482374,-111.976956,73.0
380,43.482374,-111.976956,73.0
381,43.482374,-111.976956,73.0
382,43.482374,-111.976956,73.0
383,43.482374,-111.976956,73.0
384,43.482374,-111.976956,73.0
385,43.482374,-111.976956,73.0
386,43.482374,-111.976956,73.0
387,43.482374,-111.976956,73.0
388,43.482374,-111.976956,73.0
389,43.482374,-111.976956,73.0
390,43.482374,-111.976956,73.0
391,43.482374,-111.976956,73.0
392,43.482374,-111.976956,73.0
393,43.482374,-111.976956,73.0
394,43.482374,-111.976956,73.0
395,43.482374,-111.976956,73.0
396,43.482374,-111.976956,73.0
397,43.482374,-111.976956,73.0
398,43.482374,-111.976956,73.0
399,43.482374,-111.976956,73.0
400,43.482374,-111.976956,73.0
401,43.482374,-111.976956,73.0
402,43.474759,-111.982154,79.0
403,43.474759,-111.982154,79.0
404,43.474759,-111.982154,79.0
405,43.474759,-111.982154,79.0
406,43.474759,-111.982154,79.0
407,43.474759,-111.982154,79.0
408,43.474759,-111.982154,79.0
409,43.474759,-111.982154,79.0
410,43.474759,-111.982154,79.0
411,43.474759,-111.982154,79.0
412,43.474759,-111.982154,79.0
413,43.474759,-111.982154,79.0
414,43.474759,-111.982154,79.0
415,43.474759,-111.982154,79.0
416,43.474759,-111.982154,79.0
417,43.474759,-111.982154,79.0
418,43.474759,-111.982154,79.0
419,43.474759,-111.982154,79.0
420,43.474759,-111.982154,79.0
421,43.474759,-111.982154,79.0
422,43.474759,-111.982154,79.0
423,43.474759,-111.982154,79.0
424,43.474759,-111.982154,79.0
425,43.474759,-111.982154,79.0
426,43.474759,-111.982154,79.0
427,43.474759,-111.982154,79.0
428,43.474759,-111.982154,79.0
429,43.474759,-111.982154,79.0
430,43.474759,-111.982154,79.0
431,43.474759,-111.982154,79.0
432,43.474759,-111.982154,79.0
433,43.474759,-111.982154,79.0
434,43.474759,-111.982154,79.0
435,43.474759,-111.982154,79.0
436,43.474759,-111.982154,79.0
437,43.474759,-111.982154,79.0
438,43.474759,-111.982154,79.0
439,43.474759,-111.982154,79.0
440,43.474759,-111.982154,79.0
441,43.474759,-111.982154,79.0
442,43.474759,-111.982154,79.0
443,43.474759,-111.982154,79.0
444,43.474759,-111.982154,79.0
445,43.474759,-111.982154,79.0
446,43.474759,-111.982154,79.0
447,43.474759,-111.982154,79.0
448,43.474759,-111.982154,79.0
449,43.474759,-111.982154,79.0
450,43.474759,-111.982154,79.0
451,43.474759,-111.982154,79.0
452,43.474759,-111.982154,79.0
453,43.474759,-111.982154,79.0
454,43.474759,-111.982154,79.0
455,43.474759,-111.982154,79.0
456,43.474759,-111.982154,79.0
457,43.474759,-111.982154,79.0
458,43.474759,-111.982154,79.0
459,43.474759,-111.982154,79.0
460,43.474759,-111.982154,79.0
461,43.474759,-111.982154,79.0
462,43.474759,-111.982154,79.0
463,43.474759,-111.982154,79.0
464,43.474759,-111.982154,79.0
465,43.474759,-111.982154,79.0
466,43.474759,-111.982154,79.0
467,43.474759,-111.982154,79.0
468,43.474759,-111.982154,79.0
469,43.474759,-111.982154,79.0
470,43.474759,-111.982154,79.0
471,43.474759,-111.982154,79.0
472,43.474759,-111.982154,79.0
473,43.474759,-111.982154,79.0
474,43.474759,-111.982154,79.0
475,43.474759,-111.982154,79.0
476,43.474759,-111.982154,79.0
477,43.474759,-111.982154,79.0
478,43.474759,-111.982154,79.0
479,43.474759,-111.982154,79.0
480,43.474759,-111.982154,79.0
481,43.509227,-111.966352,140.0
482,43.509227,-111.966352,140.0
483,43.509227,-111.966352,140.0
484,43.509227,-111.966352,140.0
485,43.509227,-111.966352,140.0
486,43.509227,-111.966352,140.0
487,43.509227,-111.966352,140.0
488,43.509227,-111.966352,140.0
489,43.509227,-111.966352,140.0
490,43.509227,-111.966352,140.0
491,43.509227,-111.966352,140.0
492,43.509227,-111.966352,140.0
493,43.509227,-111.966352,140.0
494,43.509227,-111.966352,140.0
495,43.509227,-111.966352,140.0
496,43.509227,-111.966352,140.0
497,43.509227,-111.966352,140.0
498,43.509227,-111.966352,140.0
499,43.509227,-111.966352,140.0
500,43.509227,-111.966352,140.0
501,43.509227,-111.966352,140.0
502,43.509227,-111.966352,140.0
503,43.509227,-111.966352,140.0
504,43.509227,-111.966352,140.0
505,43.509227,-111.966352,140.0
506,43.509227,-111.966352,140.0
507,43.509227,-111.966352,140.0
508,43.509227,-111.966352,140.0
509,43.509227,-111.966352,140.0
510,43.509227,-111.966352,140.0
511,43.509227,-111.966352,140.0
512,43.509227,-111.966352,140.0
513,43.509227,-111.966352,140.0
514,43.509227,-111.966352,140.0
515,43.509227,-111.966352,140.0
516,43.509227,-111.966352,140.0
517,43.509227,-111.966352,140.0
518,43.509227,-111.966352,140.0
519,43.509227,-111.966352,140.0
520,43.509227,-111.966352,140.0
521,43.509227,-111.966352,140.0
522,43.509227,-111.966352,140.0
523,43.509227,-111.966352,140.0
524,43.509227,-111.966352,140.0
525,43.509227,-111.966352,140.0
526,43.509227,-111.966352,140.0
527,43.509227,-111.966352,140.0
528,43.509227,-111.966352,140.0
529,43.509227,-111.966352,140.0
530,43.509227,-111.966352,140.0
531,43.509227,-111.966352,140.0
532,43.509227,-111.966352,140.0
533,43.509227,-111.966352,140.0
534,43.509227,-111.966352,140.0
535,43.509227,-111.966352,140.0
536,43.509227,-111.966352,140.0
537,43.509227,-111.966352,140.0
538,43.509227,-111.966352,140.0
539,43.509227,-111.966352,140.0
540,43.509227,-111.966352,140.0
541,43.509227,-111.966352,140.0
542,43.509227,-111.966352,140.0
543,43.509227,-111.966352,140.0
544,43.509227,-111.966352,140.0
545,43.509227,-111.966352,140.0
546,43.509227,-111.966352,140.0
547,43.509227,-111.966352,140.0
548,43.509227,-111.966352,140.0
549,43.509227,-111.966352,140.0
550,43.509227,-111.966352,140.0
551,43.509227,-111.966352,140.0
552,43.509227,-111.966352,140.0
553,43.509227,-111.966352,140.0
554,43.509227,-111.966352,140.0
555,43.509227,-111.966352,140.0
556,43.509227,-111.966352,140.0
557,43.509227,-111.966352,140.0
558,43.509227,-111.966352,140.0
559,43.509227,-111.966352,140.0
560,43.509227,-111.966352,140.0
561,43.509227,-111.966352,140.0
562,43.509227,-111.966352,140.0
563,43.509227,-111.966352,140.0
564,43.509227,-111.966352,140.0
565,43.509227,-111.966352,140.0
566,43.509227,-111.966352,140.0
567,43.509227,-111.966352,140.0
568,43.509227,-111.966352,140.0
569,43.509227,-111.966352,140.0
570,43.509227,-111.966352,140.0
571,43.509227,-111.966352,140.0
572,43.509227,-111.966352,140.0
573,43.509227,-111.966352,140.0
574,43.509227,-111.966352,140.0
575,43.509227,-111.966352,140.0
576,43.509227,-111.966352,140.0
577,43.509227,-111.966352,140.0
578,43.509227,-111.966352,140.0
579,43.509227,-111.966352,140.0
580,43.509227,-111.966352,140.0
581,43.509227,-111.966352,140.0
582,43.509227,-111.966352,140.0
583,43.509227,-111.966352,140.0
584,43.509227,-111.966352,140.0
585,43.509227,-111.966352,140.0
586,43.509227,-111.966352,140.0
587,43.509227,-111.966352,140.0
588,43.509227,-111.966352,140.0
589,43.509227,-111.966352,140.0
590,43.509227,-111.966352,140.0
591,43.509227,-111.966352,140.0
592,43.509227,-111.966352,140.0
593,43.509227,-111.966352,140.0
594,43.509227,-111.966352,140.0
595,43.509227,-111.966352,140.0
596,43.509227,-111.966352,140.0
597,43.509227,-111.966352,140.0
598,43.509227,-111.966352,140.0
599,43.509227,-111.966352,140.0
600,43.509227,-111.966352,140.0
601,43.509227,-111.966352,140.0
602,43.509227,-111.966352,140.0
603,43.509227,-111.966352,140.0
604,43.509227,-111.966352,140.0
605,43.509227,-111.966352,140.0
606,43.509227,-111.966352,140.0
607,43.509227,-111.966352,140.0
608,43.509227,-111.966352,140.0
609,43.509227,-111.966352,140.0
610,43.509227,-111.966352,140.0
611,43.509227,-111.966352,140.0
612,43.509227,-111.966352,140.0
613,43.509227,-111.966352,140.0
614,43.509227,-111.966352,140.0
615,43.509227,-111.966352,140.0
616,43.509227,-111.966352,140.0
617,43.509227,-111.966352,140.0
618,43.509227,-111.966352,140.0
619,43.509227,-111.966352,140.0
620,43.509227,-111.966352,140.0
621,43.479067,-111.98408,118.0
622,43.479067,-111.98408,118.0
623,43.479067,-111.98408,118.0
624,43.479067,-111.98408,118.0
625,43.479067,-111.98408,118.0
626,43.479067,-111.98408,118.0
627,43.479067,-111.98408,118.0
628,43.479067,-111.98408,118.0
629,43.479067,-111.98408,118.0
630,43.479067,-111.98408,118.0
631,43.479067,-111.98408,118.0
632,43.479067,-111.98408,118.0
633,43.479067,-111.98408,118.0
634,43.479067,-111.98408,118.0
635,43.479067,-111.98408,118.0
636,43.479067,-111.98408,118.0
637,43.479067,-111.98408,118.0
638,43.479067,-111.98408,118.0
639,43.479067,-111.98408,118.0
640,43.479067,-111.98408,118.0
641,43.479067,-111.98408,118.0
642,43.479067,-111.98408,118.0
643,43.479067,-111.98408,118.0
644,43.479067,-111.98408,118.0
645,43.479067,-111.98408,118.0
646,43.479067,-111.98408,118.0
647,43.479067,-111.98408,118.0
648,43.479067,-111.98408,118.0
649,43.479067,-111.98408,118.0
650,43.479067,-111.98408,118.0
651,43.479067,-111.98408,118.0
652,43.479067,-111.98408,118.0
653,43.479067,-111.98408,118.0
654,43.479067,-111.98408,118.0
655,43.479067,-111.98408,118.0
656,43.479067,-111.98408,118.0
657,43.479067,-111.98408,118.0
658,43.479067,-111.98408,118.0
659,43.479067,-111.98408,118.0
660,43.479067,-111.98408,118.0
661,43.479067,-111.98408,118.0
662,43.479067,-111.98408,118.0
663,43.479067,-111.98408,118.0
664,43.479067,-111.98408,118.0
665,43.479067,-111.98408,118.0
666,43.479067,-111.98408,118.0
667,43.479067,-111.98408,118.0
668,43.479067,-111.98408,118.0
669,43.479067,-111.98408,118.0
670,43.479067,-111.98408,118.0
671,43.479067,-111.98408,118.0
672,43.479067,-111.98408,118.0
673,43.479067,-111.98408,118.0
674,43.479067,-111.98408,118.0
675,43.479067,-111.98408,118.0
676,43.479067,-111.98408,118.0
677,43.479067,-111.98408,118.0
678,43.479067,-111.98408,118.0
679,43.479067,-111.98408,118.0
680,43.479067,-111.98408,118.0
681,43.479067,-111.98408,118.0
682,43.479067,-111.98408,118.0
683,43.479067,-111.98408,118.0
684,43.479067,-111.98408,118.0
685,43.479067,-111.98408,118.0
686,43.479067,-111.98408,118.0
687,43.479067,-111.98408,118.0
688,43.479067,-111.98408,118.0
689,43.479067,-111.98408,118.0
690,43.479067,-111.98408,118.0
691,43.479067,-111.98408,118.0
692,43.479067,-111.98408,118.0
693,43.479067,-111.98408,118.0
694,43.479067,-111.98408,118.0
695,43.479067,-111.98408,118.0
696,43.479067,-111.98408,118.0
697,43.479067,-111.98408,118.0
698,43.479067,-111.98408,118.0
699,43.479067,-111.98408,118.0
700,43.479067,-111.98408,118.0
701,43.479067,-111.98408,118.0
702,43.479067,-111.98408,118.0
703,43.479067,-111.98408,118.0
704,43.479067,-111.98408,118.0
705,43.479067,-111.98408,118.0
706,43.479067,-111.98408,118.0
707,43.479067,-111.98408,118.0
708,43.479067,-111.98408,118.0
709,43.479067,-111.98408,118.0
710,43.479067,-111.98408,118.0
711,43.479067,-111.98408,118.0
712,43.479067,-111.98408,118.0
713,43.479067,-111.98408,118.0
714,43.479067,-111.98408,118.0
715,43.479067,-111.98408,118.0
716,43.479067,-111.98408,118.0
717,43.479067,-111.98408,118.0
718,43.479067,-111.98408,118.0
719,43.479067,-111.98408,118.0
720,43.479067,-111.98408,118.0
721,43.479067,-111.98408,118.0
722,43.479067,-111.98408,118.0
723,43.479067,-111.98408,118.0
724,43.479067,-111.98408,118.0
725,43.479067,-111.98408,118.0
726,43.479067,-111.98408,118.0
727,43.479067,-111.98408,118.0
728,43.479067,-111.98408,118.0
729,43.479067,-111.98408,118.0
730,43.479067,-111.98408,118.0
731,43.479067,-111.98408,118.0
732,43.479067,-111.98408,118.0
733,43.479067,-111.98408,118.0
734,43.479067,-111.98408,118.0
735,43.479067,-111.98408,118.0
736,43.479067,-111.98408,118.0
737,43.479067,-111.98408,118.0
738,43.479067,-111.98408,118.0
739,43.482373,-111.973149,126.0
740,43.482373,-111.973149,126.0
741,43.482373,-111.973149,126.0
742,43.482373,-111.973149,126.0
743,43.482373,-111.973149,126.0
744,43.482373,-111.973149,126.0
745,43.482373,-111.973149,126.0
746,43.482373,-111.973149,126.0
747,43.482373,-111.973149,126.0
748,43.482373,-111.973149,126.0
749,43.482373,-111.973149,126.0
750,43.482373,-111.973149,126.0
751,43.482373,-111.973149,126.0
752,43.482373,-111.973149,126.0
753,43.482373,-111.973149,126.0
754,43.482373,-111.973149,126.0
755,43.482373,-111.973149,126.0
756,43.482373,-111.973149,126.0
757,43.482373,-111.973149,126.0
758,43.482373,-111.973149,126.0
759,43.482373,-111.973149,126.0
760,43.482373,-111.973149,126.0
761,43.482373,-111.973149,126.0
762,43.482373,-111.973149,126.0
763,43.482373,-111.973149,126.0
764,43.482373,-111.973149,126.0
765,43.482373,-111.973149,126.0
766,43.482373,-111.973149,126.0
767,43.482373,-111.973149,126.0
768,43.482373,-111.973149,126.0
769,43.482373,-111.973149,126.0
770,43.482373,-111.973149,126.0
771,43.482373,-111.973149,126.0
772,43.482373,-111.973149,126.0
773,43.482373,-111.973149,126.0
774,43.482373,-111.973149,126.0
775,43.482373,-111.973149,126.0
776,43.482373,-111.973149,126.0
777,43.482373,-111.973149,126.0
778,43.482373,-111.973149,126.0
779,43.482373,-111.973149,126.0
780,43.482373,-111.973149,126.0
781,43.482373,-111.973149,126.0
782,43.482373,-111.973149,126.0
783,43.482373,-111.973149,126.0
784,43.482373,-111.973149,126.0
785,43.482373,-111.973149,126.0
786,43.482373,-111.973149,126.0
787,43.482373,-111.973149,126.0
788,43.482373,-111.973149,126.0
789,43.482373,-111.973149,126.0
790,43.482373,-111.973149,126.0
791,43.482373,-111.973149,126.0
792,43.482373,-111.973149,126.0
793,43.482373,-111.973149,126.0
794,43.482373,-111.973149,126.0
795,43.482373,-111.973149,126.0
796,43.482373,-111.973149,126.0
797,43.482373,-111.973149,126.0
798,43.482373,-111.973149,126.0
799,43.482373,-111.973149,126.0
800,43.482373,-111.973149,126.0
801,43.482373,-111.973149,126.0
802,43.482373,-111.973149,126.0
803,43.482373,-111.973149,126.0
804,43.482373,-111.973149,126.0
805,43.482373,-111.973149,126.0
806,43.482373,-111.973149,126.0
807,43.482373,-111.973149,126.0
808,43.482373,-111.973149,126.0
809,43.482373,-111.973149,126.0
810,43.482373,-111.973149,126.0
811,43.482373,-111.973149,126.0
812,43.482373,-111.973149,126.0
813,43.482373,-111.973149,126.0
814,43.482373,-111.973149,126.0
815,43.482373,-111.973149,126.0
816,43.482373,-111.973149,126.0
817,43.482373,-111.973149,126.0
818,43.482373,-111.973149,126.0
819,43.482373,-111.973149,126.0
820,43.482373,-111.973149,126.0
821,43.482373,-111.973149,126.0
